Transaction_ID,Transaction_Date,Credit_Card_ID,Transaction_Value,Transaction_Segment
CTID23484141,2016-08-17,9721-7299-5635-3504,18027,SEG18
CTID13038763,2016-11-20,8408-7680-2338-9105,10003,SEG14
CTID21889891,2016-05-17,8711-5325-4752-4743,6974,SEG16
CTID18877084,2016-10-12,2524-4184-5908-6750,19382,SEG20
CTID53851252,2016-10-13,8638-5407-3631-8196,31348,SEG21
CTID80364235,2016-11-25,6015-9255-9994-6771,19342,SEG16
CTID82397449,2016-02-28,9621-6787-7890-7470,21986,SEG17
CTID38155676,2016-08-19,4138-5166-7490-1188,5965,SEG20
CTID37797705,2016-09-27,7234-6377-8525-5139,45946,SEG18
CTID36402524,2016-01-30,6575-1457-7757-9141,47266,SEG12
CTID98600886,2016-03-19,8305-2272-4553-4911,2876,SEG20
CTID67663007,2016-03-12,3158-1638-7701-9309,31105,SEG24
CTID64877644,2016-06-19,3698-9867-4865-5497,33885,SEG19
CTID85738122,2016-11-11,8467-5358-5569-3718,29256,SEG19
CTID81347885,2016-02-08,5894-8042-7318-9450,37125,SEG17
CTID62242702,2016-04-17,5556-4557-4566-1540,48463,SEG23
CTID71084292,2016-03-18,3708-8801-1521-8042,18314,SEG20
CTID29110640,2016-10-18,5619-4425-5473-6565,12942,SEG11
CTID26324105,2016-05-12,2240-2748-8514-4335,10437,SEG23
CTID30552261,2016-05-18,9310-6095-5617-9905,10661,SEG24
CTID70903947,2016-03-01,7697-2274-6431-6408,39601,SEG16
CTID71564870,2016-09-19,3359-9828-1991-2013,44851,SEG19
CTID62942261,2016-05-10,4933-8895-6001-8577,35741,SEG16
CTID43214578,2016-11-10,9446-5484-2517-1811,13310,SEG15
CTID59080926,2016-12-23,4562-2665-7578-1931,18264,SEG24
CTID57088194,2016-01-10,8794-7936-2566-9238,42007,SEG19
CTID27210805,2016-05-15,2495-1344-4998-6045,1795,SEG17
CTID47535600,2016-10-22,9138-8487-6675-4521,37875,SEG23
CTID74820388,2016-11-26,2116-6906-9722-9824,19357,SEG19
CTID11586139,2016-05-22,5616-5526-4836-1962,10667,SEG25
CTID32809807,2016-05-20,9360-2827-9359-7064,6491,SEG20
CTID40751564,2016-04-30,4262-7103-6508-4214,19131,SEG15
CTID39905511,2016-05-21,9635-4234-8168-7095,43809,SEG16
CTID33691299,2016-09-14,9360-2827-9359-7064,27802,SEG14
CTID68650153,2016-04-21,8477-4051-5606-6540,5862,SEG17
CTID13915214,2016-09-09,8950-6403-2080-8100,13413,SEG13
CTID93262498,2016-09-09,2517-1247-3682-9050,21163,SEG25
CTID22878819,2016-10-11,3380-5311-6073-9478,36251,SEG14
CTID44301226,2016-01-20,6557-2662-6932-6028,33817,SEG19
CTID96121473,2016-10-19,4610-9984-7768-4610,46891,SEG20
CTID30322091,2016-01-28,8262-8743-6406-7105,24731,SEG15
CTID92443452,2016-02-29,4375-1627-3683-5900,2838,SEG14
CTID58510552,2016-10-04,2640-5294-8252-8817,27517,SEG25
CTID65023474,2016-03-24,7214-4915-6387-5429,16998,SEG13
CTID89997012,2016-12-06,2240-2748-8514-4335,11539,SEG15
CTID42718104,2016-03-27,7908-2695-7391-7499,18052,SEG20
CTID78828314,2016-02-07,2349-2290-6329-3624,9377,SEG23
CTID65671549,2016-04-20,5316-4617-7300-3260,12247,SEG17
CTID90448960,2016-08-08,2830-1922-3225-5423,23847,SEG12
CTID76160038,2016-09-18,8870-2780-7399-5151,9581,SEG23
CTID41150625,2016-11-13,7586-6475-9618-3909,22952,SEG21
CTID38190039,2016-07-17,7047-9622-9693-9968,16066,SEG20
CTID25804047,2016-07-13,1782-5331-5899-1813,49163,SEG15
CTID85827528,2016-11-27,2640-5294-8252-8817,20220,SEG23
CTID27303955,2016-12-18,6262-7793-5307-8561,5231,SEG19
CTID35452454,2016-12-09,3969-9181-6385-4422,12403,SEG21
CTID62805720,2016-05-24,2834-5946-1542-4074,49101,SEG19
CTID12502996,2016-09-14,9207-1270-6690-4905,35431,SEG16
CTID61434335,2016-09-01,3134-9713-5764-8285,26551,SEG11
CTID34559861,2016-08-08,4092-8604-7363-3393,9228,SEG11
CTID61733247,2016-05-09,4246-1369-3659-8804,41730,SEG24
CTID62957708,2016-01-04,6765-2732-8888-1318,29481,SEG12
CTID44949061,2016-01-20,7966-2894-6066-2530,29386,SEG16
CTID45751761,2016-06-18,4310-3710-6743-6385,38788,SEG20
CTID54939524,2016-03-15,8341-5263-4582-7396,26060,SEG24
CTID71448509,2016-09-22,6876-7378-4945-3251,21816,SEG24
CTID62003339,2016-06-10,4803-9564-9708-3189,49690,SEG12
CTID18610220,2016-03-07,2056-7091-8023-1914,15163,SEG17
CTID51535215,2016-01-29,7234-6377-8525-5139,31048,SEG18
CTID22917734,2016-11-26,8918-6235-3308-7862,47734,SEG22
CTID44615080,2016-07-27,5129-6974-6371-2964,18812,SEG20
CTID78220843,2016-05-26,1655-7617-4318-5963,36186,SEG19
CTID91850744,2016-06-02,8361-7488-5303-1801,24124,SEG13
CTID29549566,2016-08-03,7665-2468-6158-3511,44256,SEG15
CTID44568937,2016-04-05,6770-4547-6958-5035,34626,SEG17
CTID90750512,2016-06-20,3146-4961-6964-4229,36186,SEG11
CTID86126705,2016-09-24,2342-6589-6557-6739,37238,SEG21
CTID94206363,2016-03-30,6321-2048-7733-8765,2882,SEG13
CTID94296464,2016-03-22,8725-3610-8060-2617,31918,SEG17
CTID87385743,2016-07-14,3594-2190-6052-1265,42452,SEG18
CTID61015975,2016-10-13,6691-5105-1556-4131,12179,SEG17
CTID80594402,2016-09-20,7430-6895-6227-4665,18050,SEG18
CTID97113884,2016-07-05,2056-7091-8023-1914,2721,SEG18
CTID54129178,2016-07-12,4959-5036-1379-1303,648,SEG24
CTID15954148,2016-01-22,3697-6001-4909-5350,21107,SEG24
CTID64665566,2016-05-30,1559-8764-1659-4317,14530,SEG12
CTID17970093,2016-11-10,3525-9763-6876-7431,738,SEG11
CTID85458694,2016-12-25,9304-8255-4381-2028,13679,SEG24
CTID29167700,2016-08-19,5092-6820-3830-6560,598,SEG16
CTID24908052,2016-05-14,1652-7516-1273-1992,13381,SEG18
CTID98487808,2016-09-02,3748-8048-5227-8162,48262,SEG14
CTID68985635,2016-12-08,4933-8895-6001-8577,35524,SEG24
CTID42073191,2016-08-09,4783-2852-8264-4966,14049,SEG19
CTID50107247,2016-07-15,9873-6894-5872-1884,35069,SEG11
CTID72108201,2016-03-04,2595-8621-2855-9119,39478,SEG16
CTID75074412,2016-11-22,1629-9566-3285-2123,14412,SEG12
CTID73610477,2016-09-05,5984-2442-3351-3695,15329,SEG15
CTID74451780,2016-08-05,9604-6821-2861-8084,39400,SEG14
CTID64403552,2016-07-27,5689-2440-9593-1931,22887,SEG18
CTID30888173,2016-03-27,1123-9777-7335-9167,3191,SEG11
CTID49432442,2016-04-13,3313-4024-5109-8235,18358,SEG12
CTID31600938,2016-03-31,5574-7647-1844-5316,38276,SEG23
CTID43203700,2016-02-08,5936-1967-4966-6077,46770,SEG16
CTID40383071,2016-01-22,6148-9835-7115-4405,27191,SEG25
CTID66259437,2016-04-17,5563-4162-6828-9835,2983,SEG12
CTID69275517,2016-02-08,8870-2780-7399-5151,20919,SEG22
CTID14407303,2016-08-07,5088-4839-2639-6414,34271,SEG17
CTID27515881,2016-10-08,3001-2844-6540-3608,41549,SEG21
CTID48824878,2016-05-27,3134-9713-5764-8285,28358,SEG19
CTID57079440,2016-09-05,4803-9564-9708-3189,18262,SEG11
CTID46164873,2016-10-05,3544-7836-9589-7635,30497,SEG19
CTID43813530,2016-06-09,4144-3271-6301-9342,35952,SEG18
CTID25330760,2016-08-03,8839-9467-3960-3997,25921,SEG18
CTID86971821,2016-01-25,8135-1903-7706-2260,49487,SEG16
CTID98722314,2016-06-05,3467-4873-4196-4795,36505,SEG14
CTID98708256,2016-01-27,4037-7862-8119-1361,11920,SEG11
CTID24662309,2016-06-07,3114-9778-2542-3154,1613,SEG24
CTID65379470,2016-07-29,7708-8807-7837-8812,34244,SEG16
CTID60667456,2016-12-13,6315-7338-3105-9947,46573,SEG21
CTID98719482,2016-03-01,5563-4162-6828-9835,20413,SEG17
CTID39739902,2016-03-06,1846-7945-5251-4091,11471,SEG17
CTID58623585,2016-03-22,2893-7786-7528-2338,9178,SEG12
CTID76430163,2016-01-18,1661-3809-5334-2155,7154,SEG11
CTID51305718,2016-09-10,6197-7150-9163-8287,20750,SEG24
CTID68738922,2016-07-09,2388-1652-4326-6035,5103,SEG16
CTID42506253,2016-11-23,7863-1291-5335-8126,7144,SEG19
CTID98547298,2016-04-14,7212-8665-7734-5918,6327,SEG21
CTID69380827,2016-05-30,4138-5166-7490-1188,34432,SEG19
CTID30874483,2016-08-06,7658-7645-4568-1461,44267,SEG18
CTID23293570,2016-08-20,9999-3058-2698-4238,37226,SEG13
CTID98251915,2016-07-12,8228-6661-8736-2838,38303,SEG23
CTID94474702,2016-05-18,1765-4019-5141-9230,3415,SEG18
CTID52451276,2016-04-18,3323-8332-7133-7008,47270,SEG21
CTID52456763,2016-02-07,5206-5979-9383-4538,16219,SEG15
CTID62594893,2016-07-14,4708-4407-9601-6022,8918,SEG14
CTID53976622,2016-03-08,9376-8684-9599-2988,38944,SEG12
CTID22179691,2016-07-27,3158-1638-7701-9309,14191,SEG20
CTID72967527,2016-05-04,7815-7711-6866-1320,35930,SEG23
CTID49379837,2016-10-20,8976-7958-2694-8171,36009,SEG13
CTID71274727,2016-01-27,7047-9622-9693-9968,14413,SEG23
CTID76934469,2016-08-29,9027-9319-4091-7718,32259,SEG16
CTID29041800,2016-09-01,6492-5655-8241-3530,35925,SEG21
CTID74672042,2016-08-16,5533-2042-7236-9790,46942,SEG13
CTID48761836,2016-03-14,7908-8365-2086-2481,5618,SEG22
CTID63430202,2016-11-15,5778-9566-9086-7555,13065,SEG12
CTID43992923,2016-08-29,5786-2204-6101-1373,10338,SEG20
CTID79353918,2016-01-25,8341-5263-4582-7396,4960,SEG11
CTID84385385,2016-05-28,1947-8327-3848-6581,33464,SEG21
CTID24755352,2016-07-06,5563-4162-6828-9835,38571,SEG14
CTID21385150,2016-07-10,4818-7275-3513-3939,43133,SEG13
CTID40449110,2016-02-04,3525-9763-6876-7431,39407,SEG11
CTID82452545,2016-09-01,5316-4617-7300-3260,694,SEG11
CTID12633335,2016-11-05,1466-1600-9312-7604,39274,SEG25
CTID88073628,2016-07-26,1556-5778-6667-4345,6375,SEG13
CTID46067968,2016-02-24,6001-5945-4665-4926,616,SEG14
CTID44254785,2016-07-04,1410-9622-6092-3445,15843,SEG17
CTID87081000,2016-01-27,9207-1270-6690-4905,8528,SEG20
CTID90577655,2016-07-28,5540-8588-7666-7798,397,SEG19
CTID15601627,2016-06-19,5563-4162-6828-9835,39390,SEG25
CTID22540798,2016-07-24,9030-1667-6058-6173,14468,SEG23
CTID80198219,2016-11-12,7504-5906-9389-8905,11547,SEG21
CTID21966696,2016-12-18,6770-4547-6958-5035,6121,SEG22
CTID81290228,2016-04-06,9961-2869-2603-3317,1010,SEG11
CTID41571479,2016-11-04,2357-9896-6403-5970,20376,SEG23
CTID90132302,2016-10-04,6557-2662-6932-6028,2493,SEG19
CTID83650592,2016-10-12,8069-5321-4131-7493,9488,SEG16
CTID28188754,2016-08-01,4265-2692-1676-5635,9462,SEG15
CTID74004842,2016-05-03,9207-1270-6690-4905,15360,SEG15
CTID53994463,2016-07-22,1893-8853-9900-8478,29042,SEG16
CTID26119079,2016-08-07,7362-1637-8977-1963,12037,SEG13
CTID76092747,2016-03-19,1546-9786-8388-4937,1751,SEG15
CTID37067854,2016-12-04,7665-2468-6158-3511,28989,SEG21
CTID28222571,2016-11-12,4093-1634-8086-4601,13234,SEG23
CTID55937982,2016-11-27,4341-6411-1439-6094,24793,SEG18
CTID80882895,2016-11-02,1947-8602-1695-7503,36787,SEG25
CTID87120917,2016-03-25,8757-6814-8721-3839,44050,SEG11
CTID64199509,2016-08-23,6319-3749-2944-6015,46081,SEG25
CTID98607696,2016-06-26,8078-7413-3861-2246,40021,SEG22
CTID71091579,2016-05-31,8002-6041-9878-5658,49816,SEG11
CTID61808029,2016-06-12,2201-1387-2319-6874,25763,SEG14
CTID54452966,2016-02-10,9162-3465-6654-4891,3186,SEG17
CTID83999487,2016-01-08,2868-5606-5152-5706,30951,SEG25
CTID70916160,2016-08-07,5092-6820-3830-6560,46998,SEG21
CTID12952473,2016-03-10,2649-6876-7496-4123,15281,SEG25
CTID53104918,2016-04-01,6197-7150-9163-8287,39597,SEG25
CTID63227065,2016-09-20,1464-1118-5953-6424,34520,SEG11
CTID71307762,2016-02-19,8870-2780-7399-5151,24582,SEG12
CTID14668942,2016-02-21,5251-7364-6702-5590,37963,SEG22
CTID75353938,2016-04-20,6557-2662-6932-6028,5603,SEG17
CTID82900267,2016-07-23,4646-8260-8197-7078,40370,SEG11
CTID88199215,2016-03-29,5447-4124-3337-6163,36359,SEG24
CTID85591425,2016-10-29,6071-3874-2856-8755,2675,SEG20
CTID74085682,2016-10-14,5254-4916-6547-4795,24578,SEG18
CTID67158648,2016-11-09,2992-8127-2278-9771,726,SEG15
CTID22055626,2016-04-05,4679-8417-8700-1213,30801,SEG21
CTID39497884,2016-06-01,5689-2440-9593-1931,31303,SEG22
CTID53255619,2016-02-13,3140-6494-9869-5893,46775,SEG22
CTID53117338,2016-09-24,4046-1968-8375-3680,5999,SEG19
CTID68164377,2016-01-22,7966-2894-6066-2530,6344,SEG19
CTID12374261,2016-02-19,6699-2639-4522-6219,6861,SEG19
CTID30875721,2016-12-15,6197-7150-9163-8287,35919,SEG12
CTID59308916,2016-05-28,1259-5241-3561-1773,15908,SEG25
CTID75579117,2016-02-12,9132-7052-6630-5540,24168,SEG16
CTID26044002,2016-04-03,5384-8278-5616-5502,11501,SEG25
CTID56635423,2016-06-09,7708-8807-7837-8812,23881,SEG11
CTID90452760,2016-09-05,3698-9867-4865-5497,10135,SEG16
CTID83729041,2016-06-16,8002-6041-9878-5658,11294,SEG25
CTID88266695,2016-10-19,1235-8656-9164-2644,47194,SEG12
CTID91358156,2016-03-27,7199-4140-9327-8875,28586,SEG16
CTID73051295,2016-07-15,6429-7684-3108-1910,12987,SEG25
CTID30832403,2016-01-21,2517-1247-3682-9050,41686,SEG13
CTID19935739,2016-04-09,9322-7578-8781-2684,27106,SEG13
CTID13201132,2016-07-05,4138-5166-7490-1188,42046,SEG15
CTID52999787,2016-11-18,3440-3330-5015-4988,37432,SEG23
CTID79439154,2016-04-12,1661-3809-5334-2155,22545,SEG21
CTID91184963,2016-12-02,9779-2601-5260-2896,2569,SEG14
CTID50107710,2016-10-05,9356-9491-6534-8313,31427,SEG17
CTID28504012,2016-01-26,5564-7149-9280-5472,35802,SEG14
CTID16445818,2016-07-16,5002-6349-2806-2942,16766,SEG14
CTID87813048,2016-12-17,4784-5120-3581-6184,48458,SEG13
CTID94691073,2016-12-29,3313-4024-5109-8235,30356,SEG23
CTID99962603,2016-02-13,8518-4517-6409-6976,33999,SEG21
CTID54014357,2016-03-23,8305-2272-4553-4911,17756,SEG21
CTID59952576,2016-03-23,9162-3465-6654-4891,32519,SEG17
CTID36889832,2016-07-24,6045-2636-8278-8875,37806,SEG19
CTID76260397,2016-11-25,2264-2870-6785-2725,45052,SEG22
CTID99976113,2016-07-30,1683-2865-3396-4925,35499,SEG18
CTID84866115,2016-09-03,8069-5321-4131-7493,36905,SEG20
CTID77988518,2016-04-19,8321-8463-7644-8934,14273,SEG24
CTID64242786,2016-01-19,1947-8327-3848-6581,25339,SEG13
CTID52780138,2016-06-25,7504-5906-9389-8905,47216,SEG22
CTID98337956,2016-11-17,5580-3409-5276-9882,48507,SEG18
CTID73015826,2016-04-20,3114-9778-2542-3154,32708,SEG24
CTID64272656,2016-12-27,7416-4529-6690-5703,27488,SEG13
CTID16572593,2016-08-27,1782-8675-4061-3666,17714,SEG16
CTID27781519,2016-12-03,9356-9491-6534-8313,6354,SEG23
CTID18374944,2016-10-20,5447-4124-3337-6163,14175,SEG15
CTID96661161,2016-11-11,4314-6417-5269-5130,31467,SEG21
CTID76169374,2016-08-25,9074-3311-4009-9836,24647,SEG20
CTID37685158,2016-02-07,3170-4662-9297-6384,10940,SEG20
CTID46751185,2016-05-28,2422-2354-4628-4556,45090,SEG13
CTID50211206,2016-04-07,5592-8244-5701-5100,14790,SEG15
CTID56844062,2016-06-26,8115-7743-6213-9284,20950,SEG22
CTID81451540,2016-05-19,9558-5469-2562-5608,14370,SEG24
CTID69782227,2016-06-14,8272-7202-4112-6502,38340,SEG21
CTID67585448,2016-06-27,5592-8244-5701-5100,24694,SEG12
CTID51336470,2016-04-04,5734-5619-8469-4044,34446,SEG17
CTID24627342,2016-12-15,4138-5166-7490-1188,26035,SEG18
CTID80189304,2016-07-15,5583-9751-6086-5673,4401,SEG24
CTID75379183,2016-11-10,9604-6821-2861-8084,4532,SEG12
CTID71845966,2016-01-20,4783-2852-8264-4966,30276,SEG15
CTID65662417,2016-01-01,9207-1270-6690-4905,26222,SEG12
CTID26968977,2016-05-31,3134-9713-5764-8285,21534,SEG21
CTID79757260,2016-12-07,2056-7091-8023-1914,28916,SEG14
CTID25578012,2016-05-08,8638-5407-3631-8196,27595,SEG24
CTID72869535,2016-06-25,8228-6661-8736-2838,37539,SEG16
CTID74026936,2016-08-03,2724-3903-7331-7820,28015,SEG23
CTID78546412,2016-11-06,2944-6929-3608-9991,49163,SEG14
CTID67947376,2016-07-17,4708-4407-9601-6022,28166,SEG20
CTID67159958,2016-07-30,8507-1459-7315-8148,26878,SEG14
CTID65412089,2016-09-29,9304-8255-4381-2028,46299,SEG12
CTID50340448,2016-02-12,1187-8674-2708-3972,37851,SEG25
CTID20333618,2016-11-24,7837-4036-5999-1672,49930,SEG25
CTID51535336,2016-08-18,8793-4049-9771-8176,2602,SEG17
CTID47744409,2016-07-23,8078-7413-3861-2246,1821,SEG13
CTID54690065,2016-02-26,5010-4875-7956-3628,46212,SEG13
CTID94359080,2016-05-12,9842-5558-3255-3410,36058,SEG16
CTID46217319,2016-03-18,4856-2191-9879-6388,47211,SEG11
CTID62642093,2016-12-25,6893-1438-6516-3207,5790,SEG14
CTID46398781,2016-05-18,5574-7647-1844-5316,35873,SEG24
CTID77380129,2016-06-15,1693-2036-4352-9386,35107,SEG19
CTID49940044,2016-01-08,1556-5778-6667-4345,19034,SEG13
CTID72044435,2016-05-19,3914-1379-8974-9157,27362,SEG12
CTID53035682,2016-07-10,4375-1627-3683-5900,589,SEG25
CTID55983250,2016-11-23,7863-1291-5335-8126,13249,SEG20
CTID13253634,2016-06-18,4314-6417-5269-5130,33040,SEG24
CTID70537298,2016-12-04,7377-5503-9688-7953,35919,SEG23
CTID83975814,2016-11-03,2219-4852-5937-6242,40438,SEG14
CTID26365083,2016-06-03,6399-9536-6027-1857,27804,SEG15
CTID78333597,2016-01-05,4138-5166-7490-1188,27216,SEG20
CTID50321462,2016-08-02,2388-1652-4326-6035,22262,SEG12
CTID33803163,2016-10-24,9873-6894-5872-1884,1895,SEG15
CTID64506245,2016-07-21,3226-1711-7076-2949,31479,SEG24
CTID55291889,2016-10-23,5674-3252-5805-3288,39147,SEG19
CTID69489448,2016-09-04,2517-1247-3682-9050,7275,SEG17
CTID70482558,2016-11-11,9930-4634-8565-6716,32755,SEG14
CTID76891084,2016-02-08,7447-6644-5678-8061,23529,SEG11
CTID12058391,2016-12-27,8069-5321-4131-7493,491,SEG23
CTID24103623,2016-04-10,8231-5519-1948-3400,12164,SEG24
CTID63333794,2016-08-07,3170-4662-9297-6384,41719,SEG12
CTID95113261,2016-02-28,2517-1247-3682-9050,17025,SEG19
CTID38446990,2016-02-05,6071-3874-2856-8755,48643,SEG25
CTID38653407,2016-01-23,8836-7078-5752-6312,20381,SEG21
CTID53342593,2016-02-19,3623-4506-7311-5151,1535,SEG17
CTID84189355,2016-12-27,5962-5634-2696-2739,15890,SEG13
CTID32558369,2016-10-13,3114-9778-2542-3154,38474,SEG18
CTID75664735,2016-08-12,6148-9835-7115-4405,28098,SEG25
CTID51839725,2016-08-09,8918-6235-3308-7862,43280,SEG22
CTID73909087,2016-05-20,3461-8685-2115-2963,21850,SEG23
CTID32212420,2016-02-22,6835-6133-8935-6988,1989,SEG24
CTID48577402,2016-10-17,6835-6133-8935-6988,9178,SEG24
CTID65684661,2016-01-04,8706-3809-5167-3899,16929,SEG11
CTID54175045,2016-02-02,7377-5503-9688-7953,34964,SEG15
CTID84849578,2016-07-25,5580-3409-5276-9882,15305,SEG19
CTID37916343,2016-03-04,5254-4916-6547-4795,35249,SEG14
CTID24350229,2016-08-07,6540-2862-2962-5109,42631,SEG17
CTID89829454,2016-02-05,1909-6288-2284-5317,3174,SEG14
CTID25863659,2016-11-05,9604-6821-2861-8084,9552,SEG18
CTID32072334,2016-02-22,8361-7488-5303-1801,48368,SEG14
CTID46975703,2016-08-16,5283-6135-5709-4452,21560,SEG23
CTID90925691,2016-04-21,7168-9862-2659-8550,38888,SEG25
CTID33460606,2016-02-28,5750-8229-8026-8893,3780,SEG20
CTID68385383,2016-12-16,2017-7197-7814-9950,40980,SEG13
CTID85273394,2016-08-01,7334-1842-5941-2149,10997,SEG16
CTID70707358,2016-12-05,9604-6821-2861-8084,16918,SEG21
CTID96380239,2016-03-08,7815-2405-2962-6053,18188,SEG15
CTID49866016,2016-09-05,4203-1225-4528-2939,980,SEG23
CTID35143689,2016-05-30,5574-7647-1844-5316,37482,SEG12
CTID28420696,2016-11-11,3762-3694-9841-5446,12912,SEG20
CTID69318725,2016-09-05,2517-1247-3682-9050,12391,SEG14
CTID61410833,2016-03-17,8685-1513-4751-8018,16780,SEG14
CTID25510525,2016-04-15,1893-8853-9900-8478,32798,SEG18
CTID65765498,2016-12-30,9991-4727-7710-2269,25989,SEG11
CTID55713786,2016-02-14,4349-5976-1214-5524,7577,SEG25
CTID76147348,2016-11-01,6876-7378-4945-3251,7740,SEG20
CTID76575528,2016-08-15,5786-2204-6101-1373,29504,SEG21
CTID41483544,2016-08-08,5786-9833-8038-2159,11433,SEG20
CTID23403712,2016-05-19,7377-5503-9688-7953,39573,SEG18
CTID81335115,2016-03-13,2342-6589-6557-6739,19096,SEG12
CTID12938415,2016-05-14,4843-3880-6792-2259,29810,SEG21
CTID25186530,2016-11-13,5262-2954-4306-9001,41081,SEG21
CTID43626819,2016-01-08,5936-1967-4966-6077,28065,SEG24
CTID34488287,2016-07-04,1481-2536-2178-7547,41984,SEG13
CTID14010003,2016-04-24,8408-7680-2338-9105,27189,SEG24
CTID27679525,2016-12-20,4646-8260-8197-7078,17212,SEG13
CTID98533907,2016-06-08,6994-7925-9044-3458,34269,SEG15
CTID94097859,2016-05-15,1765-4019-5141-9230,23372,SEG11
CTID53206624,2016-10-06,9873-6894-5872-1884,42693,SEG13
CTID92083890,2016-02-13,1750-2387-4085-7042,5138,SEG19
CTID60697057,2016-08-02,5695-2379-4433-2485,32221,SEG22
CTID38481962,2016-02-01,8477-4051-5606-6540,8586,SEG17
CTID36527874,2016-04-03,4646-8260-8197-7078,44466,SEG25
CTID17225894,2016-05-02,6547-1222-2350-2503,23418,SEG16
CTID48568312,2016-08-26,2349-2290-6329-3624,23763,SEG25
CTID77522751,2016-08-18,4420-9925-9792-9113,3368,SEG19
CTID14697167,2016-02-14,1350-6303-6190-5958,48882,SEG20
CTID37664405,2016-10-26,9621-6787-7890-7470,2354,SEG14
CTID63190704,2016-08-18,4354-1258-5178-5618,16719,SEG23
CTID67143236,2016-12-15,5984-2442-3351-3695,7646,SEG22
CTID76317588,2016-06-07,6574-5513-6101-1905,11062,SEG13
CTID90390435,2016-05-22,8262-8743-6406-7105,19629,SEG15
CTID91122659,2016-12-25,8850-8297-4094-3048,39476,SEG12
CTID58106913,2016-10-17,6321-2048-7733-8765,41442,SEG13
CTID71912552,2016-03-27,6835-6133-8935-6988,28686,SEG13
CTID91576672,2016-03-19,4843-3880-6792-2259,47321,SEG16
CTID76481958,2016-06-14,4341-6411-1439-6094,34006,SEG20
CTID58394604,2016-01-06,6492-5655-8241-3530,38856,SEG21
CTID64578771,2016-12-13,3380-5311-6073-9478,7292,SEG25
CTID63812311,2016-08-24,5094-8484-5014-6152,19962,SEG11
CTID13670408,2016-07-01,8408-7680-2338-9105,7393,SEG20
CTID46227012,2016-12-08,2949-1972-1300-6680,49450,SEG22
CTID26199394,2016-02-03,7224-9964-4793-3939,15135,SEG21
CTID45712311,2016-08-13,3134-9713-5764-8285,25836,SEG13
CTID27569380,2016-04-19,1716-8420-2111-4735,47172,SEG13
CTID25051834,2016-09-05,7199-6959-4688-2302,41325,SEG14
CTID87049975,2016-12-09,9074-3311-4009-9836,10859,SEG13
CTID72253636,2016-01-25,7430-6895-6227-4665,8259,SEG21
CTID91919368,2016-09-06,6540-2862-2962-5109,44931,SEG12
CTID84792637,2016-10-25,2524-4184-5908-6750,19687,SEG20
CTID78340236,2016-09-10,7326-9558-4788-5128,33815,SEG22
CTID67987825,2016-01-17,7199-6959-4688-2302,31512,SEG13
CTID93507298,2016-10-06,9302-6470-7735-6371,35657,SEG12
CTID48843476,2016-11-24,4220-2591-3295-3300,3868,SEG15
CTID45264657,2016-12-10,1992-1719-3506-9652,44367,SEG16
CTID90776035,2016-07-30,8797-7761-7623-1806,30915,SEG17
CTID36524146,2016-01-01,5991-4421-8476-3804,11667,SEG14
CTID76113087,2016-06-06,7900-3001-7632-4005,7994,SEG14
CTID58440324,2016-11-26,2517-1247-3682-9050,33403,SEG13
CTID32105328,2016-03-17,2595-8621-2855-9119,31776,SEG19
CTID74750852,2016-02-13,2046-1892-2379-9050,37637,SEG17
CTID92783944,2016-08-03,7416-4529-6690-5703,46883,SEG19
CTID22510082,2016-09-16,3323-8332-7133-7008,45192,SEG24
CTID20604357,2016-01-04,6750-4821-2334-9977,36888,SEG16
CTID30058962,2016-03-13,9842-5558-3255-3410,31276,SEG11
CTID30721161,2016-10-05,2056-7091-8023-1914,39942,SEG20
CTID19831656,2016-12-14,9753-7718-2196-1448,19175,SEG19
CTID87301962,2016-03-29,1992-1719-3506-9652,7417,SEG24
CTID19922096,2016-12-29,8467-5358-5569-3718,43204,SEG22
CTID19434611,2016-11-13,1466-1600-9312-7604,2935,SEG12
CTID68758856,2016-02-05,5206-5979-9383-4538,3472,SEG16
CTID71017382,2016-08-10,7377-5503-9688-7953,33368,SEG16
CTID83387248,2016-07-30,9721-7299-5635-3504,4891,SEG24
CTID60469634,2016-05-18,6315-7338-3105-9947,36940,SEG11
CTID11615578,2016-07-07,3440-3330-5015-4988,47311,SEG17
CTID18168524,2016-05-16,6691-5105-1556-4131,19530,SEG21
CTID51353974,2016-09-15,7725-3576-5626-3317,49619,SEG11
CTID13229357,2016-08-19,5592-8244-5701-5100,11496,SEG19
CTID39988773,2016-04-16,4856-2191-9879-6388,31965,SEG20
CTID88486231,2016-08-20,7665-2468-6158-3511,30809,SEG11
CTID98871520,2016-04-19,3362-7342-4639-8164,31348,SEG12
CTID73504546,2016-04-07,3810-4783-2207-7703,4819,SEG16
CTID68228433,2016-10-26,9540-8558-5897-5046,18338,SEG16
CTID15154930,2016-08-31,2342-6589-6557-6739,33492,SEG12
CTID98855658,2016-10-07,4587-3535-8224-4301,41784,SEG20
CTID25632146,2016-07-25,1693-2036-4352-9386,34768,SEG11
CTID65122805,2016-02-26,8528-6154-7390-5081,15902,SEG11
CTID99612894,2016-04-14,7362-1637-8977-1963,39253,SEG19
CTID32032067,2016-05-03,8950-6403-2080-8100,9361,SEG19
CTID79382368,2016-06-20,7199-4140-9327-8875,49010,SEG21
CTID18095941,2016-12-18,3467-3224-2464-5799,15717,SEG21
